No,Nama,Jabatan Lama,Jabatan Baru
203,*****,Account Representative Kantor Pelayanan Pajak Madya Batam,Account Representative Kantor Pelayanan Pajak Madya Dua Medan
204,*****,Account Representative Kantor Pelayanan Pajak Madya Batam,Account Representative Kantor Pelayanan Pajak Madya Dua Medan
205,*****,Account Representative Kantor Pelayanan Pajak Pratama Padang Sidempuan,Account Representative Kantor Pelayanan Pajak Madya Dua Medan
206,*****,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan,Account Representative Kantor Pelayanan Pajak Madya Dua Medan
207,*****,Account Representative Kantor Pelayanan Pajak Pratama Pangkalan Kerinci,Account Representative Kantor Pelayanan Pajak Madya Dua Medan
208,*****,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar,Account Representative Kantor Pelayanan Pajak Madya Dua Medan
209,*****,Account Representative Kantor Pelayanan Pajak Pratama Lhokseumawe,Account Representative Kantor Pelayanan Pajak Pratama Medan Barat
210,*****,Account Representative Kantor Pelayanan Pajak Pratama Bireuen,Account Representative Kantor Pelayanan Pajak Pratama Medan Barat
211,*****,Account Representative Kantor Pelayanan Pajak Pratama Kisaran,Account Representative Kantor Pelayanan Pajak Pratama Medan Barat
212,*****,Account Representative Kantor Pelayanan Pajak Pratama Langsa,Account Representative Kantor Pelayanan Pajak Pratama Medan Barat
213,*****,Account Representative Kantor Pelayanan Pajak Pratama Tebing Tinggi,Account Representative Kantor Pelayanan Pajak Pratama Medan Barat
214,*****,Account Representative Kantor Pelayanan Pajak Pratama Langsa,Account Representative Kantor Pelayanan Pajak Pratama Medan Barat
215,*****,Account Representative Kantor Pelayanan Pajak Pratama Rengat,Account Representative Kantor Pelayanan Pajak Pratama Medan Barat
216,*****,Account Representative Kantor Pelayanan Pajak Pratama Bireuen,Account Representative Kantor Pelayanan Pajak Pratama Medan Barat
217,*****,Account Representative Kantor Pelayanan Pajak Pratama Denpasar Barat,Account Representative Kantor Pelayanan Pajak Pratama Medan Belawan
218,*****,Account Representative Kantor Pelayanan Pajak Pratama Aceh Besar,Account Representative Kantor Pelayanan Pajak Pratama Medan Belawan
219,*****,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar,Account Representative Kantor Pelayanan Pajak Pratama Medan Belawan
220,*****,Account Representative Kantor Pelayanan Pajak Pratama Kayu Agung,Account Representative Kantor Pelayanan Pajak Pratama Medan Timur
221,*****,Account Representative Kantor Pelayanan Pajak Pratama Dumai,Account Representative Kantor Pelayanan Pajak Pratama Medan Timur
222,*****,Account Representative Kantor Pelayanan Pajak Pratama Lhokseumawe,Account Representative Kantor Pelayanan Pajak Pratama Medan Timur
223,*****,Account Representative Kantor Pelayanan Pajak Pratama Aceh Besar,Account Representative Kantor Pelayanan Pajak Pratama Medan Timur
224,*****,Account Representative Kantor Pelayanan Pajak Pratama Lhokseumawe,Account Representative Kantor Pelayanan Pajak Pratama Medan Timur
225,*****,Account Representative Kantor Pelayanan Pajak Pratama Meulaboh,Account Representative Kantor Pelayanan Pajak Pratama Medan Timur
226,*****,Account Representative Kantor Pelayanan Pajak Pratama Biak,Account Representative Kantor Pelayanan Pajak Pratama Medan Timur
227,*****,Pelaksana Kantor Pelayanan Pajak Pratama Palangkaraya,Account Representative Kantor Pelayanan Pajak Pratama Medan Timur
228,*****,Account Representative Kantor Pelayanan Pajak Pratama Bangka,Account Representative Kantor Pelayanan Pajak Pratama Medan Polonia
229,*****,Account Representative Kantor Pelayanan Pajak Pratama Banda Aceh,Account Representative Kantor Pelayanan Pajak Pratama Medan Polonia
230,*****,Account Representative Kantor Pelayanan Pajak Pratama Bireuen,Account Representative Kantor Pelayanan Pajak Pratama Medan Polonia
231,*****,Account Representative Kantor Pelayanan Pajak Pratama Subulussalam,Account Representative Kantor Pelayanan Pajak Pratama Medan Polonia
232,*****,Account Representative Kantor Pelayanan Pajak Pratama Banda Aceh,Account Representative Kantor Pelayanan Pajak Pratama Medan Polonia
233,*****,Account Representative Kantor Pelayanan Pajak Pratama Banda Aceh,Account Representative Kantor Pelayanan Pajak Pratama Medan Polonia
234,*****,Account Representative Kantor Pelayanan Pajak Pratama Langsa,Account Representative Kantor Pelayanan Pajak Pratama Medan Polonia
235,*****,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru,Account Representative Kantor Pelayanan Pajak Pratama Medan Polonia
236,*****,Account Representative Kantor Pelayanan Pajak Pratama Padang Sidempuan,Account Representative Kantor Pelayanan Pajak Pratama Medan Polonia
237,*****,Account Representative Kantor Pelayanan Pajak Pratama Meulaboh,Account Representative Kantor Pelayanan Pajak Pratama Medan Petisah
238,*****,Account Representative Kantor Pelayanan Pajak Pratama Pangkalan Kerinci,Account Representative Kantor Pelayanan Pajak Pratama Medan Petisah
239,*****,Account Representative Kantor Pelayanan Pajak Pratama Ambon,Account Representative Kantor Pelayanan Pajak Pratama Medan Petisah
240,*****,Account Representative Kantor Pelayanan Pajak Pratama Balikpapan Timur,Account Representative Kantor Pelayanan Pajak Pratama Medan Petisah
241,*****,Account Representative Kantor Pelayanan Pajak Pratama Meulaboh,Account Representative Kantor Pelayanan Pajak Pratama Lubuk Pakam
242,*****,Account Representative Kantor Pelayanan Pajak Pratama Lhokseumawe,Account Representative Kantor Pelayanan Pajak Pratama Lubuk Pakam
243,*****,Account Representative Kantor Pelayanan Pajak Pratama Bireuen,Account Representative Kantor Pelayanan Pajak Pratama Lubuk Pakam
244,*****,Account Representative Kantor Pelayanan Pajak Pratama Padang Sidempuan,Account Representative Kantor Pelayanan Pajak Pratama Lubuk Pakam
245,*****,Account Representative Kantor Pelayanan Pajak Pratama Serang Barat,Account Representative Kantor Pelayanan Pajak Pratama Lubuk Pakam
246,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Sawah Besar Dua,Account Representative Kantor Pelayanan Pajak Pratama Tebing Tinggi
247,*****,Pelaksana Direktorat Data dan Informasi Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Tebing Tinggi
248,*****,Pelaksana Bagian Umum,Account Representative Kantor Pelayanan Pajak Pratama Tebing Tinggi
249,*****,Account Representative Kantor Pelayanan Pajak Pratama Batam Selatan,Account Representative Kantor Pelayanan Pajak Pratama Kisaran
250,*****,Account Representative Kantor Pelayanan Pajak Pratama Batam Selatan,Account Representative Kantor Pelayanan Pajak Pratama Kisaran
251,*****,Account Representative Kantor Pelayanan Pajak Pratama Pangkalan Kerinci,Account Representative Kantor Pelayanan Pajak Pratama Kisaran
252,*****,Account Representative Kantor Pelayanan Pajak Pratama Balikpapan Barat,Account Representative Kantor Pelayanan Pajak Pratama Kisaran
253,*****,Pelaksana Kantor Pelayanan Pajak Pratama Sibolga,Account Representative Kantor Pelayanan Pajak Pratama Kisaran
254,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Medan,Account Representative Kantor Pelayanan Pajak Pratama Kisaran
255,*****,Account Representative Kantor Pelayanan Pajak Pratama Batulicin,Account Representative Kantor Pelayanan Pajak Pratama Rantau Prapat
256,*****,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan,Account Representative Kantor Pelayanan Pajak Pratama Rantau Prapat
257,*****,Account Representative Kantor Pelayanan Pajak Pratama Batam Utara,Account Representative Kantor Pelayanan Pajak Pratama Rantau Prapat
258,*****,Account Representative Kantor Pelayanan Pajak Pratama Tigaraksa,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar
259,*****,Account Representative Kantor Pelayanan Pajak Pratama Dumai,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar
260,*****,Account Representative Kantor Pelayanan Pajak Pratama Badung Selatan,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar
261,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Medan,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar
262,*****,Account Representative Kantor Pelayanan Pajak Pratama Lubuk Pakam,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar
263,*****,Account Representative Kantor Pelayanan Pajak Pratama Karawang,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar
264,*****,Account Representative Kantor Pelayanan Pajak Pratama Medan Timur,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar
265,*****,Account Representative Kantor Pelayanan Pajak Pratama Bengkalis,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar
266,*****,Account Representative Kantor Pelayanan Pajak Pratama Tanjung Pinang,Account Representative Kantor Pelayanan Pajak Pratama Pematang Siantar
267,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Tamansari,Account Representative Kantor Pelayanan Pajak Pratama Padang Sidempuan
268,*****,Account Representative Kantor Pelayanan Pajak Pratama Sekayu,Account Representative Kantor Pelayanan Pajak Pratama Padang Sidempuan
269,*****,Account Representative Kantor Pelayanan Pajak Pratama Muara Bungo,Account Representative Kantor Pelayanan Pajak Pratama Padang Sidempuan
270,*****,Account Representative Kantor Pelayanan Pajak Pratama Muara Bungo,Account Representative Kantor Pelayanan Pajak Pratama Padang Sidempuan
271,*****,Pelaksana Kantor Pelayanan Pajak Pratama Balige,Account Representative Kantor Pelayanan Pajak Pratama Padang Sidempuan
272,*****,Pelaksana Kantor Wilayah DJP Sumatera Utara II,Account Representative Kantor Pelayanan Pajak Pratama Padang Sidempuan
273,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Tangerang,Account Representative Kantor Pelayanan Pajak Pratama Padang Sidempuan
274,*****,Account Representative Kantor Pelayanan Pajak Pratama Batam Utara,Account Representative Kantor Pelayanan Pajak Pratama Sibolga
275,*****,Pelaksana Kantor Pelayanan Pajak Pratama Lubuk Pakam,Account Representative Kantor Pelayanan Pajak Pratama Sibolga
276,*****,Pelaksana Kantor Pelayanan Pajak Wajib Pajak Besar Tiga,Account Representative Kantor Pelayanan Pajak Pratama Sibolga
277,*****,Account Representative Kantor Pelayanan Pajak Pratama Cibinong,Account Representative Kantor Pelayanan Pajak Pratama Balige
278,*****,Account Representative Kantor Pelayanan Pajak Pratama Tanjung Balai Karimun,Account Representative Kantor Pelayanan Pajak Pratama Balige
279,*****,Account Representative Kantor Pelayanan Pajak Pratama Pandeglang,Account Representative Kantor Pelayanan Pajak Pratama Kabanjahe
280,*****,Pelaksana Kantor Pelayanan Pajak Pratama Rengat,Account Representative Kantor Pelayanan Pajak Pratama Kabanjahe
281,*****,Account Representative Kantor Pelayanan Pajak Pratama Lubuk Pakam,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
282,*****,Account Representative Kantor Pelayanan Pajak Pratama Lubuk Pakam,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
283,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Selatan II,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
284,*****,Account Representative Kantor Pelayanan Pajak Pratama Binjai,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
285,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Medan,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
286,*****,Account Representative Kantor Pelayanan Pajak Madya Medan,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
287,*****,Account Representative Kantor Pelayanan Pajak Pratama Medan Petisah,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
288,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Tamansari,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
289,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Selatan II,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
290,*****,Penelaah Keberatan Kantor Wilayah DJP Riau,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
291,*****,Account Representative Kantor Pelayanan Pajak Pratama Padang Dua,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
292,*****,Account Representative Kantor Pelayanan Pajak Pratama Jambi Telanaipura,Account Representative Kantor Pelayanan Pajak Madya Pekanbaru
293,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Tanjung Priok,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Senapelan
294,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kemayoran,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Senapelan
295,*****,Account Representative Kantor Pelayanan Pajak Pratama Bangko,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Senapelan
296,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pasar Minggu,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan
297,*****,Account Representative Kantor Pelayanan Pajak Pratama Lhokseumawe,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan
298,*****,Account Representative Kantor Pelayanan Pajak Pratama Bandung Tegallega,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan
299,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pluit,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan
300,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pancoran,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan
301,*****,Account Representative Kantor Pelayanan Pajak Pratama Solok,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan
302,*****,Account Representative Kantor Pelayanan Pajak Pratama Pandeglang,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan
303,*****,Account Representative Kantor Pelayanan Pajak Pratama Kisaran,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan
304,*****,Account Representative Kantor Pelayanan Pajak Pratama Kisaran,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan
305,*****,Account Representative Kantor Pelayanan Pajak Pratama Kisaran,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Tampan
306,*****,Pelaksana Kantor Pelayanan Pajak Madya Pekanbaru,Account Representative Kantor Pelayanan Pajak Pratama Dumai
307,*****,Pelaksana Kantor Pelayanan Pajak Pratama Bangkinang,Account Representative Kantor Pelayanan Pajak Pratama Dumai
308,*****,Pelaksana Kantor Pelayanan Pajak Madya Pekanbaru,Account Representative Kantor Pelayanan Pajak Pratama Dumai
309,*****,Pelaksana Kantor Pelayanan Pajak Madya Pekanbaru,Account Representative Kantor Pelayanan Pajak Pratama Rengat
310,*****,Account Representative Kantor Pelayanan Pajak Pratama Batam Utara,Account Representative Kantor Pelayanan Pajak Pratama Rengat
311,*****,Pelaksana Kantor Pelayanan Pajak Pratama Pekanbaru Tampan,Account Representative Kantor Pelayanan Pajak Pratama Rengat
312,*****,Pelaksana Kantor Wilayah DJP Riau,Account Representative Kantor Pelayanan Pajak Pratama Rengat
313,*****,Pelaksana Kantor Wilayah DJP Riau,Account Representative Kantor Pelayanan Pajak Pratama Rengat
314,*****,Pelaksana Kantor Wilayah DJP Riau,Account Representative Kantor Pelayanan Pajak Pratama Rengat
315,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Lama,Account Representative Kantor Pelayanan Pajak Pratama Bengkalis
316,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Grogol Petamburan,Account Representative Kantor Pelayanan Pajak Pratama Bengkalis
